"","NOM_ENT","Year","1A4","5A9","10A14","15A19","20A24","25A29","30A34","35A39","40A44","45A49","50A54","55A59","60A64","65A69","70A74","75YMAS"
"215","tabasco","2022",162109.531423197,222262.471668238,222035.495010297,206803.6522846,178466.123405885,175297.008859426,178303.391527478,178725.886758858,170329.186845544,153151.733304579,135980.064101714,114372.058203432,91293.5431169077,70533.074995779,44344.360712093,70080.4461040541
"216","tabasco","2023",159118.96070148,221329.75048588,221664.560873244,205844.144578744,173594.304045885,172804.801230964,176729.585508438,178319.489600871,171678.070575294,156136.795563354,138740.628526566,118420.365135863,94659.2091130212,73568.5809861472,45641.1547567848,72209.3587978812
"217","tamaulipas","2016",241930.937266502,315889.307206206,313334.960213118,297855.950178936,285222.209993168,259522.371067127,257422.353597088,257891.511854035,249606.810316973,217132.526293186,188918.660586742,148715.869607366,115526.398275662,88744.8399503398,64880.8528364718,100244.819260609
"218","tamaulipas","2017",236893.132149671,310483.94255219,311572.400354856,297245.96225229,285046.497241068,261540.621332825,257381.08365536,257826.838444673,249464.019560056,221839.41444589,194380.842922653,153321.792694334,121238.207715958,91546.6456455269,66989.1735631819,103190.78853073
"219","tamaulipas","2018",231960.230856558,305171.07221937,309819.755181033,296637.223537789,284870.892737801,263574.567101451,257339.820330027,257762.181253952,249321.310488412,226648.336119136,200000.952674405,158070.367184539,127232.41812754,94436.9084854672,69166.0047377721,106223.333197011
"220","tamaulipas","2019",227130.048941364,299949.113483913,308076.968919943,296029.731477137,284695.396416678,265624.330433592,257298.563620029,257697.540277804,249178.683055311,231561.503143539,205783.555978231,162966.011176689,133522.991864968,97418.4211928934,71413.5726256344,109344.997515191
"221","tamaulipas","2020",222400.447445701,294816.510704893,306343.986113607,295423.483517273,284520.008211055,267690.034339074,257257.313524306,257632.915512165,249036.13721405,236581.17529665,211733.350990508,168013.279603734,140124.581603887,100494.064660921,73734.1758352519,112558.400510948
"222","tamaulipas","2021",217769.331951391,289771.734860852,304620.751616006,294818.477110367,284344.728054325,269771.802784345,257216.070041796,257568.306952967,248893.672917955,241709.661342323,217855.171704838,173216.868470794,147052.564471602,103666.810736715,76130.1876690076,115866.238177223
"223","tamaulipas","2022",213234.651653,284813.283094306,302907.210591326,294214.709713807,284169.555879926,271869.760699913,257174.833171439,257503.714596148,248751.290120376,246949.32009262,224153.991879495,178581.619224351,154323.077865124,106939.725093049,78604.0585503822,119271.285736112
"224","tamaulipas","2023",208794.398449666,279939.678264032,301203.308512211,293612.178790187,283994.491621332,273984.033987844,257133.602912176,257439.138437643,248608.988774691,252302.561492725,230634.929078421,184112.523256753,161953.05704012,110315.970190512,81158.3185300251,122776.399967232
"225","tlaxcala","2016",93232.157874849,122143.1739508,125671.451296481,119412.325031476,116827.53982843,100386.4202752,96735.9862272354,93022.7285595208,86100.8442302916,71901.6518678862,64352.7582685762,49989.2293096121,38017.7591643718,28906.4495720516,21154.2342624042,37062.0385630398
"226","tlaxcala","2017",92824.557775573,121502.740560417,124644.277760736,120329.967858445,116554.790452049,101861.023305823,97060.2456170211,93855.2977179957,87267.6387795442,74227.7711697543,66162.3757616704,51703.3118173953,40139.3012463056,30212.4955870388,22030.3984676638,38142.3210859733
"227","tlaxcala","2018",92418.7396563004,120865.665154884,123625.499810955,121254.662456307,116282.677845238,103357.287175553,97385.5919255013,94695.3185112956,88450.2451310195,76629.1436941279,68022.8802028834,53476.1685628305,42379.2338095394,31577.5511386006,22942.8515645492,39254.0916320863
"228","tlaxcala","2019",92014.6957264219,120231.930127275,122615.048825954,122186.463015507,116011.200521373,104875.530066258,97712.0287960316,95542.8576328128,89648.8775581638,79108.2039883205,69935.7025473749,55309.8148578972,44744.1635135317,33004.2823850245,23893.0965631671,40398.2680127688
"229","tlaxcala","2020",91612.4182293892,119601.517962985,121612.856745423,123125.424142923,115740.356997304,106416.074833668,98039.5598841801,96397.9823728567,90863.753238148,81667.4653606666,71902.3139891623,57206.3351176807,47241.0656956005,34495.4759464832,24882.6987251636,41575.7947917328
"230","tlaxcala","2021",91211.8994425634,118974.411239241,120618.856065344,124071.600865071,115470.14579334,107979.249076027,98368.1888577683,97260.7606239967,92095.0922912163,84309.5224285507,73924.2270926489,59167.8852298514,49877.3049446128,36054.0443477216,25913.2881420536,42787.6440647884
"231","tlaxcala","2022",90813.1316770699,118350.592624626,119632.979833439,125025.048631325,115200.565433247,109565.385203757,98697.9193969124,98131.2608864518,93343.11782057,87037.0537488698,76002.9969559704,61196.6950053905,52660.6568227689,37683.0317066548,26986.5624203381,44034.8162623476
"232","tlaxcala","2023",90416.1072776481,117730.044878595,118655.161644666,125985.823317169,114931.614444234,111174.820510146,99028.7551940643,99009.5522735298,94608.0559527907,89852.8245335937,78140.2224070552,63295.0707133494,55599.3307995476,39385.6196799872,28104.2894778343,45318.3409753201
"233","veracruz","2016",547232.5096779,702829.117192088,738028.650894032,712273.801701133,675098.479998496,591787.565082314,576754.341601067,555397.528629798,545773.333030506,491775.842106927,456002.495244079,367388.56613195,302910.271467451,244532.454737124,182225.896698315,285053.267948864
"234","veracruz","2017",532754.802299659,695887.861860333,724600.202421611,704540.686669049,655663.747822755,588988.60691657,574645.623359034,556303.825195881,543793.882609104,497813.345404218,463970.659168098,377350.37102773,313603.02297219,252807.995155695,187267.202863254,295185.34592244
"235","veracruz","2018",518660.120431092,689015.1595017,711416.084881543,696891.529614861,636788.50263437,586202.886891125,572544.614972486,557211.600654871,541821.611402468,503924.970776942,472078.058374778,387582.291996599,324673.229272992,261363.598886488,192447.977502812,305677.56361587
"236","veracruz","2019",504938.330662454,682210.333075814,698471.85266683,689325.419011711,618456.637924324,583430.342393983,570451.288252796,558120.857420023,539856.493372498,510111.628217491,480327.125854221,398091.653282879,336134.214547736,270208.743915819,197772.079032799,316542.722018068
"237","veracruz","2020",491579.567675782,675472.712228858,685763.141058397,681841.453229135,600652.510857714,580670.91110928,568365.6151144,559031.597908528,537898.502575533,516374.23889018,488720.337110467,408885.977729052,347999.773318614,279353.228986852,203243.472612667,327794.077122794
"238","veracruz","2021",478574.227152205,668801.633227542,673285.664753334,674438.740425616,583360.928925502,577924.531015888,566287.567574421,559943.824541524,535947.613162006,522713.735268405,497260.210904389,419972.99216078,360284.187055311,288807.184454744,208866.233098583,339445.356101571
"239","veracruz","2022",465912.958866891,662196.438893713,661035.216419915,667116.39844231,566567.136980534,575191.140386017,564217.117752291,560857.539744099,534003.799376104,529131.061273484,505949.310009553,431360.63291795,373002.241364286,298581.083509158,214644.548078207,351510.774051476
"240","veracruz","2023",453586.659966675,655656.478539618,649007.665278916,659873.55469792,550256.804646772,572470.677783828,562154.237869377,561772.745945296,532067.035555424,535627.1724152,514790.241981301,443057.051535684,386169.243784828,308685.753776575,220582.72098943,364005.051338206
"241","yucat'an","2016",141681.560246032,182627.820792336,188688.43008322,189209.587037983,197524.076296161,174661.343673097,164983.819280945,159165.053022106,148364.608957347,119853.114288387,108069.248197157,90072.5061701042,72627.4091384043,60986.7415580451,42770.2461965171,66813.163767266
"242","yucat'an","2017",142416.882258925,183570.670020081,188878.158592513,191051.71068107,198103.898542639,178677.715051729,169392.123897633,162840.909956149,151543.926911797,125973.271191322,111522.719900389,93223.3886472538,75962.6714595291,63667.3592807068,45192.030303739,69191.4352127912
"243","yucat'an","2018",143156.020565637,184518.386877864,189068.077876128,192911.769036502,198685.422828908,182786.44366701,173918.216729421,166601.659421202,154791.374743894,132405.946636132,115086.551090746,96484.4941081634,79451.0987480219,66465.8011597584,47750.9433448239,71654.3632551558
"244","yucat'an","2019",143898.99497259,185470.996495707,189258.18812589,194789.936714658,199268.654151222,186989.65329146,178565.245032413,170449.261978288,158108.412414641,139167.099010904,118764.268427035,99859.6783317257,83099.7247856279,69387.2460506973,50454.7499856835,74204.9613179962
"245","yucat'an","2020",144645.825389002,186428.524133371,189448.489533819,196686.390025903,199853.597520502,191289.516534158,183336.440156196,174385.723466843,161496.531170671,146273.501599857,122559.511266325,103352.931978238,86915.9063658515,72437.1004409857,53311.6545517163,76846.3500903291
"246","yucat'an","2021",145396.531827419,187390.995181025,189638.982292126,198601.306997142,200440.257962378,195688.255963749,188235.119790782,178413.096050413,164957.254214667,153742.784195041,126476.035265345,106968.385307773,90907.3381275987,75621.0084554108,56330.3259226929,79581.7613447533
"247","yucat'an","2022",146151.134404248,188358.435159919,189829.666593215,200534.86738853,201028.640517232,200188.145257274,193264.69027359,182533.479286486,168492.137390157,161593.476832895,130517.716096963,110710.313063605,95082.0680700221,78944.8623012207,59519.9238372663,82414.5418915647
"248","yucat'an","2023",146909.653340306,189330.869723061,190020.542629687,202487.252710346,201618.750240243,204791.510375417,198428.648958078,186749.02122104,172102.76988097,169845.055764157,134688.553285439,114583.139526467,99448.5137798537,82414.8131723675,62890.1266869259,85348.1576736209
"249","zacatecas","2016",126149.368316862,156714.198450485,153294.267892693,143909.434673742,135219.741107622,118789.492109588,108959.286970968,106611.522911711,101757.563432355,88011.397975337,77986.7739120141,61400.3226981198,49926.7936828877,41229.6525879284,32620.3562091904,56017.1238894548
"250","zacatecas","2017",125579.906922881,156505.87083922,152850.921581869,143270.312292786,133995.10592873,118543.339390819,110336.443433572,106167.904262628,102017.114593165,89762.3675188109,79988.173710694,63327.7202457556,51856.6752965287,42087.6530846821,33232.8613150797,57454.5631969978
"251","zacatecas","2018",125013.016182115,156297.820167723,152408.857484361,142634.028345729,132781.561817673,118297.696743773,111731.006029928,105726.131544457,102277.327786388,91548.1722587788,82040.9360796306,65315.620102555,53861.1549920399,42963.5088095598,33856.8672918466,58928.888221254
"252","zacatecas","2019",124448.684490163,156090.046067843,151968.071891844,142000.570226681,131579.008326753,118052.563111492,113143.194759361,105286.197076141,102538.204700655,93369.5052346594,84146.3791530745,67365.9214768152,55943.1163006074,43857.5913348072,34492.5900887616,60441.0454759928
"253","zacatecas","2020",123886.90029501,155882.548171921,151528.561106722,141369.925385736,130387.345917989,117807.937439208,114573.232401807,104848.093208581,102799.747028909,95227.0732737552,86305.8548929815,69480.5831942627,58105.5542140865,44770.2799651912,35140.2497099267,61992.0057632014
"254","zacatecas","2021",123327.652096789,155675.326112786,151090.321442092,140742.081328722,129206.475954879,117563.818674339,116021.34455296,104411.81232451,103061.956468408,97121.5972655595,88520.7499571443,71661.6255694851,60351.579493427,45701.9618989163,35800.0702904111,63582.7647963377
"255","zacatecas","2022",122770.928447543,155468.379523756,150653.349221713,140117.025616958,128036.300694233,117320.205766482,117487.759659859,103977.346838353,103324.834720742,99053.812441521,90792.4865896033,73911.1323361075,62684.4231436388,46653.0323918889,36472.280173818,65214.343839576
"256","zacatecas","2023",122216.717950995,155261.708038634,150217.640779977,139494.745867004,126876.723278087,117077.097667415,118972.709056927,103544.689196102,103588.383491838,101024.468660375,93122.5235339074,76231.2526375592,65107.4410617324,47623.8949254002,37157.1119913073,66887.7903634573
